name: model.layers.0.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 7.120238780975342
name: model.layers.17.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.4639253616333
name: model.layers.18.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.077400207519531
name: model.layers.18.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.409674644470215
name: model.layers.19.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.277268409729004
name: model.layers.19.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.477888107299805
name: model.layers.20.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.949557304382324
name: model.layers.20.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.423125267028809
name: model.layers.21.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.358782768249512
name: model.layers.21.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.43017292022705
name: model.layers.22.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.534526824951172
name: model.layers.22.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.505232810974121
name: model.layers.23.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.673095703125
name: model.layers.23.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.612248420715332
name: model.layers.24.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.711271286010742
name: model.layers.24.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.642823219299316
name: model.layers.25.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.93313980102539
name: model.layers.25.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.511820793151855
name: model.layers.26.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.738237380981445
name: model.layers.26.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.459291458129883
name: model.layers.27.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.57494068145752
name: model.layers.27.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.37524127960205
name: model.layers.28.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.525458335876465
name: model.layers.28.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.346620559692383
name: model.layers.29.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.49751091003418
name: model.layers.29.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.25405216217041
name: model.layers.30.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.436528205871582
name: model.layers.30.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.17623519897461
name: model.layers.31.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.407622337341309
name: model.layers.31.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.230681419372559
name: model.layers.32.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.945443153381348
name: model.layers.32.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.632494926452637
name: model.layers.33.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.805109977722168
name: model.layers.33.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.81954288482666
name: model.layers.34.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.927810668945312
name: model.layers.34.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.988478660583496
name: model.layers.35.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.192906379699707
name: model.layers.35.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.205690383911133
name: model.layers.36.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.348207473754883
name: model.layers.36.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.39952278137207
name: model.layers.37.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.74176025390625
name: model.layers.37.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.50950813293457
name: model.layers.38.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.966845512390137
name: model.layers.38.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.968639373779297
name: model.layers.39.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 12.168485641479492
name: model.layers.39.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.63523006439209
name: model.layers.40.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 12.03933334350586
name: model.layers.40.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.700135231018066
name: model.layers.41.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 12.336387634277344
name: model.layers.41.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.646340370178223
name: model.layers.42.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.955209732055664
name: model.layers.42.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.56373405456543
name: model.layers.43.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.797900199890137
name: model.layers.43.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.399112701416016
name: model.layers.44.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.549328804016113
name: model.layers.44.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.249601364135742
name: model.layers.45.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.414796829223633
name: model.layers.45.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.034098625183105
name: model.layers.46.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.1432523727417
name: model.layers.46.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.815650939941406
name: model.layers.47.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.828455924987793
name: model.layers.47.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.719215393066406
name: model.layers.48.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.575193405151367
name: model.layers.48.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.507678985595703
name: model.layers.49.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.380974769592285
name: model.layers.49.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.34814167022705
name: model.layers.50.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.179938316345215
name: model.layers.50.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.270453453063965
name: model.layers.51.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.794480323791504
name: model.layers.51.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.27473258972168
name: model.layers.52.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.987621307373047
name: model.layers.52.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.13826847076416
name: model.layers.53.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.540464401245117
name: model.layers.53.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.096122741699219
name: model.layers.54.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.476539611816406
name: model.layers.54.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.054816246032715
name: model.layers.55.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.479330062866211
name: model.layers.55.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.010054588317871
name: model.layers.56.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.450531959533691
name: model.layers.56.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.996697425842285
name: model.layers.57.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.480677604675293
name: model.layers.57.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.013492584228516
name: model.layers.58.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.057504653930664
name: model.layers.58.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.04149341583252
name: model.layers.59.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.623790740966797
name: model.layers.59.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.406332015991211
name: model.layers.60.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.78398323059082
name: model.layers.60.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.648512840270996
name: model.layers.61.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 9.90872859954834
name: model.layers.61.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.622917175292969
name: model.layers.62.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.64373779296875
name: model.layers.62.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 11.626633644104004
name: model.layers.63.input_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 10.998443603515625
name: model.layers.63.post_attention_layernorm.weight, type: torch.float16, ratio: 0.0, diff: 0.0, norm: 12.302824974060059
name: model.layers.0.self_attn.q_proj.weight, type: torch.int8, ratio: 0.017298486083745956, diff: 1755.4130859375, norm: 101477.84375
name: model.layers.0.self_attn.k_proj.weight, type: torch.int8, ratio: 0.014901375398039818, diff: 795.9284057617188, norm: 53413.08203125
name: model.layers.0.self_attn.v_proj.weight, type: torch.int8, ratio: 0.012256858870387077, diff: 819.7511596679688, norm: 66881.015625
name: model.layers.0.self_attn.o_proj.weight, type: torch.int8, ratio: 0.01437146682292223, diff: 1971.43115234375, norm: 137176.75
name: model.layers.0.mlp.gate_proj.weight, type: torch.int8, ratio: 0.02574772946536541, diff: 5232.56640625, norm: 203224.375
name: model.layers.0.mlp.up_proj.weight, type: torch.int8, ratio: 0.023362312465906143, diff: 5247.8994140625, norm: 224630.984375
name: model.layers.1.self_attn.q_proj.weight, type: torch.int8, ratio: 0.05171797424554825, diff: 1293.6456298828125, norm: 25013.462890625
name: model.layers.1.self_attn.k_proj.weight, type: torch.int8, ratio: 0.04496622458100319, diff: 659.75146484375, norm: 14672.15625
name: model.layers.1.self_attn.v_proj.weight, type: torch.int8, ratio: 0.034931596368551254, diff: 850.3487548828125, norm: 24343.25390625
name: model.layers.1.self_attn.o_proj.weight, type: torch.int8, ratio: 0.01662149280309677, diff: 2242.972900390625, norm: 134944.125
name: model.layers.1.mlp.gate_proj.weight, type: torch.int8, ratio: 0.05541545897722244, diff: 2889.421630859375, norm: 52141.07421875
name: model.layers.1.mlp.up_proj.weight, type: torch.int8, ratio: 0.05279375612735748, diff: 3588.71533203125, norm: 67976.1328125
name: model.layers.2.self_attn.q_proj.weight, type: torch.int8, ratio: 0.05166350305080414, diff: 1740.498779296875, norm: 33689.13671875
name: model.layers.2.self_attn.k_proj.weight, type: torch.int8, ratio: 0.051622189581394196, diff: 797.1705932617188, norm: 15442.40234375
name: model.layers.2.self_attn.v_proj.weight, type: torch.int8, ratio: 0.025745168328285217, diff: 872.7067260742188, norm: 33897.8828125
name: model.layers.2.self_attn.o_proj.weight, type: torch.int8, ratio: 0.015080706216394901, diff: 2220.610595703125, norm: 147248.453125
name: model.layers.2.mlp.gate_proj.weight, type: torch.int8, ratio: 0.0482821986079216, diff: 3293.345703125, norm: 68210.3515625
name: model.layers.2.mlp.up_proj.weight, type: torch.int8, ratio: 0.04853101447224617, diff: 4532.896484375, norm: 93402.0546875
name: model.layers.3.self_attn.q_proj.weight, type: torch.int8, ratio: 0.03926766291260719, diff: 1971.098876953125, norm: 50196.4921875
name: model.layers.3.self_attn.k_proj.weight, type: torch.int8, ratio: 0.04277663677930832, diff: 885.9876098632812, norm: 20711.951171875
name: model.layers.3.self_attn.v_proj.weight, type: torch.int8, ratio: 0.025461742654442787, diff: 906.8053588867188, norm: 35614.42578125
name: model.layers.3.self_attn.o_proj.weight, type: torch.int8, ratio: 0.014486019499599934, diff: 2211.83154296875, norm: 152687.328125
name: model.layers.3.mlp.gate_proj.weight, type: torch.int8, ratio: 0.04509781301021576, diff: 3739.37353515625, norm: 82916.9609375
name: model.layers.3.mlp.up_proj.weight, type: torch.int8, ratio: 0.03605685383081436, diff: 4650.61572265625, norm: 128980.078125
name: model.layers.4.self_attn.q_proj.weight, type: torch.int8, ratio: 0.039010148495435715, diff: 1999.2200927734375, norm: 51248.71875
name: model.layers.4.self_attn.k_proj.weight, type: torch.int8, ratio: 0.04034373164176941, diff: 893.7119140625, norm: 22152.435546875
name: model.layers.4.self_attn.v_proj.weight, type: torch.int8, ratio: 0.023102417588233948, diff: 904.9972534179688, norm: 39173.26953125
name: model.layers.4.self_attn.o_proj.weight, type: torch.int8, ratio: 0.013432839885354042, diff: 2115.055419921875, norm: 157454.078125
name: model.layers.4.mlp.gate_proj.weight, type: torch.int8, ratio: 0.03671913221478462, diff: 3979.35400390625, norm: 108372.7734375
name: model.layers.4.mlp.up_proj.weight, type: torch.int8, ratio: 0.027479274198412895, diff: 4597.52587890625, norm: 167308.859375
name: model.layers.5.self_attn.q_proj.weight, type: torch.int8, ratio: 0.029575306922197342, diff: 2006.5732421875, norm: 67846.234375
name: model.layers.5.self_attn.k_proj.weight, type: torch.int8, ratio: 0.029756033793091774, diff: 896.6604614257812, norm: 30133.736328125
name: model.layers.5.self_attn.v_proj.weight, type: torch.int8, ratio: 0.022485647350549698, diff: 903.4329223632812, norm: 40178.203125
name: model.layers.5.self_attn.o_proj.weight, type: torch.int8, ratio: 0.012991437688469887, diff: 2106.20166015625, norm: 162122.296875
name: model.layers.5.mlp.gate_proj.weight, type: torch.int8, ratio: 0.0388706736266613, diff: 4286.36181640625, norm: 110272.3828125
name: model.layers.5.mlp.up_proj.weight, type: torch.int8, ratio: 0.02113688737154007, diff: 4795.0595703125, norm: 226857.40625
name: model.layers.6.self_attn.q_proj.weight, type: torch.int8, ratio: 0.03132073953747749, diff: 2009.1435546875, norm: 64147.3828125
name: model.layers.6.self_attn.k_proj.weight, type: torch.int8, ratio: 0.030629992485046387, diff: 898.5354614257812, norm: 29335.150390625
name: model.layers.6.self_attn.v_proj.weight, type: torch.int8, ratio: 0.019253861159086227, diff: 912.7694091796875, norm: 47407.0859375
name: model.layers.6.self_attn.o_proj.weight, type: torch.int8, ratio: 0.011393748223781586, diff: 1830.3775634765625, norm: 160647.53125
name: model.layers.6.mlp.gate_proj.weight, type: torch.int8, ratio: 0.05191358923912048, diff: 4232.1083984375, norm: 81522.171875
name: model.layers.6.mlp.up_proj.weight, type: torch.int8, ratio: 0.019564976915717125, diff: 4700.9990234375, norm: 240276.234375
name: model.layers.7.self_attn.q_proj.weight, type: torch.int8, ratio: 0.027660846710205078, diff: 1975.05419921875, norm: 71402.5234375
name: model.layers.7.self_attn.k_proj.weight, type: torch.int8, ratio: 0.02806410752236843, diff: 882.7083129882812, norm: 31453.283203125
name: model.layers.7.self_attn.v_proj.weight, type: torch.int8, ratio: 0.016727227717638016, diff: 900.7590942382812, norm: 53849.875
name: model.layers.7.self_attn.o_proj.weight, type: torch.int8, ratio: 0.01182571891695261, diff: 1927.22705078125, norm: 162969.125
name: model.layers.7.mlp.gate_proj.weight, type: torch.int8, ratio: 0.04392172023653984, diff: 4494.6357421875, norm: 102332.875
name: model.layers.7.mlp.up_proj.weight, type: torch.int8, ratio: 0.014582892879843712, diff: 4723.556640625, norm: 323910.8125
name: model.layers.8.self_attn.q_proj.weight, type: torch.int8, ratio: 0.03161514550447464, diff: 1935.67822265625, norm: 61226.296875
name: model.layers.8.self_attn.k_proj.weight, type: torch.int8, ratio: 0.030949262902140617, diff: 864.0352783203125, norm: 27917.798828125
name: model.layers.8.self_attn.v_proj.weight, type: torch.int8, ratio: 0.019725825637578964, diff: 876.522705078125, norm: 44435.28515625
name: model.layers.8.self_attn.o_proj.weight, type: torch.int8, ratio: 0.012539807707071304, diff: 1986.1981201171875, norm: 158391.4375
name: model.layers.8.mlp.gate_proj.weight, type: torch.int8, ratio: 0.03313109651207924, diff: 4460.77099609375, norm: 134640.0
name: model.layers.8.mlp.up_proj.weight, type: torch.int8, ratio: 0.013217229396104813, diff: 4709.15673828125, norm: 356289.25
name: model.layers.9.self_attn.q_proj.weight, type: torch.int8, ratio: 0.026355918496847153, diff: 1924.3955078125, norm: 73015.6875
name: model.layers.9.self_attn.k_proj.weight, type: torch.int8, ratio: 0.0277729332447052, diff: 858.6181030273438, norm: 30915.64453125
name: model.layers.9.self_attn.v_proj.weight, type: torch.int8, ratio: 0.017124561592936516, diff: 875.8652954101562, norm: 51146.7265625
name: model.layers.9.self_attn.o_proj.weight, type: torch.int8, ratio: 0.01292626466602087, diff: 2018.726806640625, norm: 156172.484375
name: model.layers.9.mlp.gate_proj.weight, type: torch.int8, ratio: 0.017613278701901436, diff: 4543.76416015625, norm: 257973.78125
name: model.layers.9.mlp.up_proj.weight, type: torch.int8, ratio: 0.012939704582095146, diff: 4705.27685546875, norm: 363630.9375
name: model.layers.10.self_attn.q_proj.weight, type: torch.int8, ratio: 0.020564956590533257, diff: 1922.2806396484375, norm: 93473.6015625
name: model.layers.10.self_attn.k_proj.weight, type: torch.int8, ratio: 0.021106071770191193, diff: 859.417236328125, norm: 40718.95703125
name: model.layers.10.self_attn.v_proj.weight, type: torch.int8, ratio: 0.015727413818240166, diff: 874.0480346679688, norm: 55574.80859375
name: model.layers.10.self_attn.o_proj.weight, type: torch.int8, ratio: 0.013119959272444248, diff: 2078.89892578125, norm: 158453.15625
name: model.layers.10.mlp.gate_proj.weight, type: torch.int8, ratio: 0.01786009594798088, diff: 4503.689453125, norm: 252164.90625
name: model.layers.10.mlp.up_proj.weight, type: torch.int8, ratio: 0.01283413078635931, diff: 4673.81103515625, norm: 364170.4375
name: model.layers.11.self_attn.q_proj.weight, type: torch.int8, ratio: 0.026661647483706474, diff: 1898.3861083984375, norm: 71202.8828125
name: model.layers.11.self_attn.k_proj.weight, type: torch.int8, ratio: 0.02722959965467453, diff: 849.60107421875, norm: 31201.37890625
name: model.layers.11.self_attn.v_proj.weight, type: torch.int8, ratio: 0.018822642043232918, diff: 861.5735473632812, norm: 45773.25390625
name: model.layers.11.self_attn.o_proj.weight, type: torch.int8, ratio: 0.013513491488993168, diff: 2102.45849609375, norm: 155582.1875
name: model.layers.11.mlp.gate_proj.weight, type: torch.int8, ratio: 0.016245923936367035, diff: 4545.01611328125, norm: 279763.46875
name: model.layers.11.mlp.up_proj.weight, type: torch.int8, ratio: 0.01255811844021082, diff: 4673.37939453125, norm: 372140.09375
name: model.layers.12.self_attn.q_proj.weight, type: torch.int8, ratio: 0.025537019595503807, diff: 1899.2867431640625, norm: 74373.859375
name: model.layers.12.self_attn.k_proj.weight, type: torch.int8, ratio: 0.026106150820851326, diff: 848.3236694335938, norm: 32495.1640625
name: model.layers.12.self_attn.v_proj.weight, type: torch.int8, ratio: 0.015306922607123852, diff: 875.5701293945312, norm: 57200.92578125
name: model.layers.12.self_attn.o_proj.weight, type: torch.int8, ratio: 0.012750697322189808, diff: 2010.42138671875, norm: 157671.484375
name: model.layers.12.mlp.gate_proj.weight, type: torch.int8, ratio: 0.013920176774263382, diff: 4603.61083984375, norm: 330714.96875
name: model.layers.12.mlp.up_proj.weight, type: torch.int8, ratio: 0.012433432042598724, diff: 4674.58837890625, norm: 375969.28125
name: model.layers.13.self_attn.q_proj.weight, type: torch.int8, ratio: 0.02561989426612854, diff: 1872.5596923828125, norm: 73090.0625
name: model.layers.13.self_attn.k_proj.weight, type: torch.int8, ratio: 0.02623715251684189, diff: 837.1935424804688, norm: 31908.705078125
name: model.layers.13.self_attn.v_proj.weight, type: torch.int8, ratio: 0.01620127633213997, diff: 855.8866577148438, norm: 52828.34765625
name: model.layers.13.self_attn.o_proj.weight, type: torch.int8, ratio: 0.013522165827453136, diff: 2113.769287109375, norm: 156318.84375
name: model.layers.13.mlp.gate_proj.weight, type: torch.int8, ratio: 0.013812636956572533, diff: 4551.27294921875, norm: 329500.65625
name: model.layers.13.mlp.up_proj.weight, type: torch.int8, ratio: 0.012391921132802963, diff: 4622.16552734375, norm: 372998.3125
name: model.layers.14.self_attn.q_proj.weight, type: torch.int8, ratio: 0.023079879581928253, diff: 1877.1038818359375, norm: 81330.75
name: model.layers.14.self_attn.k_proj.weight, type: torch.int8, ratio: 0.024324195459485054, diff: 837.5416259765625, norm: 34432.44921875
name: model.layers.14.self_attn.v_proj.weight, type: torch.int8, ratio: 0.015412171371281147, diff: 860.4010620117188, norm: 55826.078125
name: model.layers.14.self_attn.o_proj.weight, type: torch.int8, ratio: 0.012840637005865574, diff: 2067.480224609375, norm: 161010.71875
name: model.layers.14.mlp.gate_proj.weight, type: torch.int8, ratio: 0.013821972534060478, diff: 4550.267578125, norm: 329205.375
name: model.layers.14.mlp.up_proj.weight, type: torch.int8, ratio: 0.012413562275469303, diff: 4619.97607421875, norm: 372171.65625
name: model.layers.15.self_attn.q_proj.weight, type: torch.int8, ratio: 0.02254630997776985, diff: 1873.4219970703125, norm: 83092.1796875
name: model.layers.15.self_attn.k_proj.weight, type: torch.int8, ratio: 0.024132896214723587, diff: 836.2290649414062, norm: 34651.00390625
name: model.layers.15.self_attn.v_proj.weight, type: torch.int8, ratio: 0.01366890873759985, diff: 869.0310668945312, norm: 63577.20703125
name: model.layers.15.self_attn.o_proj.weight, type: torch.int8, ratio: 0.01273349579423666, diff: 2059.25439453125, norm: 161719.484375
name: model.layers.15.mlp.gate_proj.weight, type: torch.int8, ratio: 0.013967766426503658, diff: 4530.82861328125, norm: 324377.46875
name: model.layers.15.mlp.up_proj.weight, type: torch.int8, ratio: 0.0124908946454525, diff: 4605.8564453125, norm: 368737.125
name: model.layers.16.self_attn.q_proj.weight, type: torch.int8, ratio: 0.026615461334586143, diff: 1864.23095703125, norm: 70043.15625
name: model.layers.16.self_attn.k_proj.weight, type: torch.int8, ratio: 0.02738959714770317, diff: 833.328857421875, norm: 30425.013671875
name: model.layers.16.self_attn.v_proj.weight, type: torch.int8, ratio: 0.015101859346032143, diff: 862.7357788085938, norm: 57127.78515625
